cooperativa,segmento,rating,periodo,activos_improductivos_sobre_total_activos,activos_productivos_sobre_pasivo_con_costo,morosidad_total,cobertura_cartera_problematica,gastos_operacion_sobre_activo_productivo,gastos_personal_sobre_activo_promedio,roa,roe,cartera_bruta_sobre_depositos,fondos_disponibles_sobre_depositos_corto_plazo,cartera_improductiva_descubierta_sobre_patrimonio
COAC. SAN FRANCISCO DE ASIS LTDA.,1,,2025-06,17.72,110.25,4.63,82.6,4.72,2.13,0.01,0.02,79.78,39.94,7.37
